"name","folder","styleUrl","geometryType","coordinates"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-145","Polygon","-77.0304853,-12.1667831,0 -77.0347113,-12.1665644,0 -77.0378871,-12.1675713,0 -77.0342822,-12.1728571,0 -77.0332951,-12.1764648,0 -77.034883,-12.1793173,0 -77.0392174,-12.1813309,0 -77.0389599,-12.1859033,0 -77.0394749,-12.186994,0 -77.0386166,-12.1899303,0 -77.0394749,-12.192615,0 -77.0357248,-12.1963393,0 -77.0342657,-12.198856,0 -77.034094,-12.2007856,0 -77.0344802,-12.2017503,0 -77.0364114,-12.2029668,0 -77.0379564,-12.2051899,0 -77.0349376,-12.206004,0 -77.0316783,-12.2061613,0 -77.0292408,-12.2039979,0 -77.0288539,-12.2014037,0 -77.0269838,-12.2001783,0 -77.02756,-12.1990788,0 -77.0267521,-12.198619,0 -77.0262768,-12.1984528,0 -77.0264098,-12.1983826,0 -77.0269612,-12.1983963,0 -77.0272836,-12.1977473,0 -77.0273002,-12.1976121,0 -77.0221417,-12.1951837,0 -77.0206438,-12.1942176,0 -77.0187425,-12.191268,0 -77.0192368,-12.1891884,0 -77.0196561,-12.1892429,0 -77.0202692,-12.1869609,0 -77.0200503,-12.1864257,0 -77.0204107,-12.1851617,0 -77.0205873,-12.1850213,0 -77.0209508,-12.1843276,0 -77.0211208,-12.1834935,0 -77.0208352,-12.1834293,0 -77.0204322,-12.1833198,0 -77.0207373,-12.182728,0 -77.0209505,-12.1821682,0 -77.0204087,-12.1819113,0 -77.0209583,-12.1807489,0 -77.0211172,-12.1804858,0 -77.0213082,-12.1802804,0 -77.0214972,-12.180082,0 -77.0229708,-12.1778932,0 -77.0229171,-12.1773899,0 -77.0238398,-12.1753973,0 -77.0255993,-12.1739919,0 -77.0263718,-12.1737193,0 -77.026911,-12.1736825,0 -77.0279425,-12.1702413,0 -77.0304853,-12.1667831,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0183728,-12.1754699,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9742087,-12.2026019,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.002527,-11.8510794,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0235764,-11.892194,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0744248,-11.9262017,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-153-nodesc","Polygon","-77.0738049,-11.9180186,0 -77.0767446,-11.9234143,0 -77.0766648,-11.9252575,0 -77.0731397,-11.9249889,0 -77.0738049,-11.9180186,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.053158,-11.9914696,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0221104,-12.1784885,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0162953,-12.1803028,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0218919,-12.1952407,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.7297499,-11.9480014,0"
"ZONA DE NO ENTREGAS","Capa sin tÃ­tulo","#poly-E65100-1200-143","Polygon","-76.9528141,-12.1891531,0 -76.9523309,-12.1899796,0 -76.9515963,-12.1895458,0 -76.950741,-12.189049,0 -76.9502345,-12.1888446,0 -76.9498021,-12.1887357,0 -76.9490602,-12.1883325,0 -76.9492472,-12.1880811,0 -76.9491445,-12.1880185,0 -76.9480616,-12.1871294,0 -76.9476721,-12.1869439,0 -76.9480732,-12.1863011,0 -76.9481761,-12.1863583,0 -76.9483034,-12.1862517,0 -76.948528,-12.1863243,0 -76.949171,-12.186271,0 -76.9491986,-12.1865048,0 -76.9493013,-12.1865183,0 -76.9500243,-12.1861519,0 -76.95007,-12.186084,0 -76.9501126,-12.1858148,0 -76.9502411,-12.1856715,0 -76.9506023,-12.1854225,0 -76.950707,-12.1852398,0 -76.9507121,-12.1848871,0 -76.9509802,-12.1845135,0 -76.9514056,-12.1840301,0 -76.9513984,-12.1836101,0 -76.9523567,-12.1835362,0 -76.9524227,-12.1834529,0 -76.9532076,-12.1835008,0 -76.9535916,-12.1835457,0 -76.9557368,-12.1829769,0 -76.9555013,-12.184432,0 -76.9548365,-12.1869193,0 -76.9558719,-12.1876901,0 -76.9545522,-12.1900392,0 -76.9542652,-12.1897168,0 -76.9540711,-12.1896201,0 -76.9538877,-12.1897961,0 -76.9533814,-12.1894926,0 -76.9528141,-12.1891531,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0967231,-11.8336321,0 -77.0977597,-11.8352164,0 -77.098203,-11.8364286,0 -77.0976199,-11.8364047,0 -77.0970154,-11.8360867,0 -77.0925442,-11.8348029,0 -77.0894168,-11.8335902,0 -77.0886151,-11.8331483,0 -77.0887575,-11.8323495,0 -77.0885508,-11.8330567,0 -77.0881187,-11.8329868,0 -77.0873844,-11.8330014,0 -77.0867158,-11.8329852,0 -77.0855973,-11.8328971,0 -77.0820138,-11.8326241,0 -77.0787093,-11.8316055,0 -77.0774218,-11.8280562,0 -77.0570739,-11.8275206,0 -77.057031,-11.8245803,0 -77.0532545,-11.821346,0 -77.0521815,-11.8179016,0 -77.0466026,-11.8179855,0 -77.0457228,-11.8202328,0 -77.0342429,-11.8186996,0 -77.0442968,-11.8092071,0 -77.0578697,-11.8182393,0 -77.1201094,-11.8171422,0 -77.1121405,-11.8280561,0 -77.1051023,-11.826544,0 -77.0985792,-11.8292323,0 -77.0934294,-11.8275521,0 -77.094116,-11.8290957,0 -77.0967231,-11.8336321,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0871392,-11.9201507,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0883022,-11.9234527,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-F57C00-1200-112","Polygon","-77.0214025,-12.0370773,0 -77.0203618,-12.0379272,0 -77.0197878,-12.0382105,0 -77.0198844,-12.0386879,0 -77.0197181,-12.0387089,0 -77.0165155,-12.0378118,0 -77.0167515,-12.0373081,0 -77.0202009,-12.0363638,0 -77.0214025,-12.0370773,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-130","Polygon","-77.111056,-11.9717994,0 -77.1110219,-11.9720014,0 -77.1108569,-11.9721418,0 -77.1097263,-11.9728489,0 -77.1096271,-11.972967,0 -77.1099052,-11.9735237,0 -77.1104685,-11.9739435,0 -77.110152,-11.9741167,0 -77.1099025,-11.9740353,0 -77.1096852,-11.9739225,0 -77.1094867,-11.973912,0 -77.1092266,-11.9741062,0 -77.1091233,-11.9742242,0 -77.1089268,-11.9748631,0 -77.1088045,-11.9750724,0 -77.1085587,-11.9752764,0 -77.1083603,-11.9752711,0 -77.1082262,-11.9751583,0 -77.1081242,-11.9749983,0 -77.107864,-11.9742925,0 -77.1076253,-11.9739277,0 -77.1062548,-11.9722297,0 -77.106507,-11.9720251,0 -77.107022,-11.9717417,0 -77.1080841,-11.9714059,0 -77.1087386,-11.971154,0 -77.109157,-11.9703668,0 -77.1093287,-11.9702199,0 -77.1096183,-11.9702304,0 -77.1098919,-11.9701071,0 -77.110144,-11.9700572,0 -77.1104203,-11.9697345,0 -77.1106643,-11.9696321,0 -77.1107207,-11.9697056,0 -77.1105289,-11.9701412,0 -77.1106208,-11.9709021,0 -77.111056,-11.9717994,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1621468,-11.8156997,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1616326,-11.8256518,0"
"punto de encuento","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1611282,-11.8183101,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-000000-1200-77-nodesc","Polygon","-77.1277769,-11.8164922,0 -77.1302005,-11.8174898,0 -77.1310991,-11.8173112,0 -77.1314183,-11.8178888,0 -77.1307907,-11.8199891,0 -77.1299538,-11.8200993,0 -77.1298036,-11.8204957,0 -77.1294066,-11.8205784,0 -77.1285376,-11.8212492,0 -77.1274325,-11.8205194,0 -77.1261729,-11.8216948,0 -77.1255291,-11.8221516,0 -77.1277769,-11.8164922,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0314595,-11.9050986,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-000000-1200-77","Polygon","-77.1567654,-11.7316646,0 -77.1572375,-11.7320848,0 -77.1557354,-11.7346059,0 -77.1537613,-11.7359085,0 -77.1487295,-11.7433562,0 -77.1469592,-11.7421482,0 -77.1473668,-11.7338497,0 -77.1444915,-11.7306983,0 -77.1389126,-11.730362,0 -77.1369921,-11.7315228,0 -77.1375081,-11.7301231,0 -77.1401259,-11.7280642,0 -77.1429583,-11.7272238,0 -77.1450612,-11.7275179,0 -77.1488806,-11.7288205,0 -77.1567654,-11.7316646,0"
"EL AGUSTINO","Capa sin tÃ­tulo","#poly-0F9D58-1200-138","Polygon","-76.9773027,-12.0506659,0 -76.9799327,-12.052781,0 -76.9824823,-12.0527033,0 -76.9826556,-12.0532505,0 -76.9824312,-12.0537129,0 -76.9834537,-12.054789,0 -76.9826359,-12.0554659,0 -76.9812473,-12.0554352,0 -76.9808566,-12.0562964,0 -76.9779392,-12.0569372,0 -76.9773388,-12.056649,0 -76.9750645,-12.0578584,0 -76.9753918,-12.0590612,0 -76.9754187,-12.0598022,0 -76.9729189,-12.0586691,0 -76.9759952,-12.0520885,0 -76.9773027,-12.0506659,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-F57C00-1200-166","Polygon","-77.0124964,-12.0333009,0 -77.0131946,-12.0358643,0 -77.0133436,-12.0367082,0 -77.0129961,-12.0368393,0 -77.0061672,-12.0326751,0 -77.00039,-12.029581,0 -77.0013596,-12.0277471,0 -77.0106515,-12.0306911,0 -77.0124964,-12.0333009,0"
"ovalo la paz","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9974964,-12.040027,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-A52714-1200-77","Polygon","-77.0191305,-12.0444329,0 -77.0194022,-12.0451653,0 -77.0170574,-12.0449038,0 -77.0169227,-12.0449099,0 -77.0159828,-12.0445916,0 -77.0151714,-12.0439091,0 -77.0144213,-12.0435224,0 -77.0135746,-12.043293,0 -77.0144083,-12.0423701,0 -77.0160456,-12.0435769,0 -77.017884,-12.0443417,0 -77.0191305,-12.0444329,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9906177,-11.9508874,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-128-nodesc","Unknown",""
"Chosica","Capa sin tÃ­tulo","#poly-0F9D58-2001-117","Polygon","-76.7584639,-11.9697179,0 -76.7557494,-11.9746823,0 -76.7549522,-11.9738414,0 -76.7515371,-11.9738821,0 -76.7498386,-11.973356,0 -76.7503503,-11.9711717,0 -76.7495314,-11.9709404,0 -76.7501305,-11.9698802,0 -76.7478122,-11.9689932,0 -76.7457514,-11.9685681,0 -76.7447789,-11.9672449,0 -76.7402804,-11.963591,0 -76.7379062,-11.9621202,0 -76.7353819,-11.9598516,0 -76.7321979,-11.9567538,0 -76.7291642,-11.9540968,0 -76.7244716,-11.9526791,0 -76.7215386,-11.9518072,0 -76.7143638,-11.9492024,0 -76.7099357,-11.9461883,0 -76.710379,-11.9478279,0 -76.7096637,-11.9490476,0 -76.7074784,-11.94863,0 -76.7066853,-11.9474969,0 -76.7046906,-11.9472036,0 -76.7026324,-11.9459871,0 -76.7000591,-11.9449786,0 -76.6730026,-11.9244037,0 -76.6773836,-11.9192818,0 -76.687035,-11.9255527,0 -76.6963437,-11.9351825,0 -76.697607,-11.9342272,0 -76.701713,-11.9365799,0 -76.7017758,-11.9339301,0 -76.7047469,-11.9335604,0 -76.7051595,-11.9356323,0 -76.7040248,-11.9381064,0 -76.7048123,-11.9394824,0 -76.704042,-11.9407845,0 -76.7057554,-11.9404701,0 -76.7090042,-11.9409233,0 -76.7100886,-11.9399213,0 -76.7099768,-11.9397013,0 -76.7123603,-11.9372406,0 -76.7146096,-11.9388895,0 -76.711752,-11.9424488,0 -76.7180559,-11.9460817,0 -76.7184985,-11.9460644,0 -76.7190953,-11.9462132,0 -76.7197887,-11.946173,0 -76.720116,-11.9462696,0 -76.7204702,-11.946872,0 -76.7220851,-11.9472908,0 -76.7221308,-11.9474267,0 -76.7236182,-11.94803,0 -76.7238395,-11.9482554,0 -76.7239691,-11.9494686,0 -76.7291011,-11.9524661,0 -76.728898,-11.9494257,0 -76.7290068,-11.9477637,0 -76.7298628,-11.947935,0 -76.7291395,-11.9496946,0 -76.7294738,-11.9527835,0 -76.7584639,-11.9697179,0"
"Santa Eulalia","Capa sin tÃ­tulo","#poly-097138-1200-77","Polygon","-76.6672036,-11.9081794,0 -76.6708481,-11.908036,0 -76.6718095,-11.9069348,0 -76.6738008,-11.9070933,0 -76.6729958,-11.911172,0 -76.6768848,-11.914807,0 -76.6773407,-11.9192818,0 -76.6755688,-11.9208432,0 -76.6691744,-11.9211371,0 -76.6657707,-11.9194933,0 -76.6650545,-11.913117,0 -76.6649687,-11.9105555,0 -76.6639723,-11.9085918,0 -76.6659077,-11.9083143,0 -76.6672036,-11.9081794,0"
"Ricardo Palma","Capa sin tÃ­tulo","#poly-097138-1200-77","Unknown",""
"Punto 275","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.7720648,-12.3988573,0"
"Santa MarÃ­a del Mar","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-76.7720648,-12.3988573,0 -76.7772147,-12.4007854,0 -76.7759701,-12.40439,0 -76.7754551,-12.4083298,0 -76.7773005,-12.4110122,0 -76.7797896,-12.4116828,0 -76.7808196,-12.4158321,0 -76.7774722,-12.4172571,0 -76.7736098,-12.4145747,0 -76.7713353,-12.4086651,0 -76.7720648,-12.3988573,0"
"PUCUSANA","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-76.7544277,-12.4405677,0 -76.7540844,-12.4385561,0 -76.752797,-12.4356225,0 -76.7556294,-12.43403,0 -76.7572602,-12.4336109,0 -76.7630108,-12.4336948,0 -76.768504,-12.4339462,0 -76.7691906,-12.4328566,0 -76.7685898,-12.4291686,0 -76.7694481,-12.4248099,0 -76.7711647,-12.4207865,0 -76.7742546,-12.4155895,0 -76.7758854,-12.4155895,0 -76.7746838,-12.4176013,0 -76.7719372,-12.4213733,0 -76.7703064,-12.4248938,0 -76.7697914,-12.4307611,0 -76.7711647,-12.433108,0 -76.7687615,-12.4353711,0 -76.755801,-12.4352035,0 -76.756831,-12.439059,0 -76.7619808,-12.4386399,0 -76.7638691,-12.4402324,0 -76.7675598,-12.4455966,0 -76.7606934,-12.4489491,0 -76.7570885,-12.4500387,0 -76.7566593,-12.4533073,0 -76.7600926,-12.4532235,0 -76.7620667,-12.4571626,0 -76.7600067,-12.4599283,0 -76.7567452,-12.4635321,0 -76.7559727,-12.4671358,0 -76.7582901,-12.4719966,0 -76.7604359,-12.475684,0 -76.7737397,-12.4787847,0 -76.7776021,-12.4843995,0 -76.7824943,-12.4817177,0 -76.7864211,-12.4772761,0 -76.7878588,-12.4751811,0 -76.7888458,-12.4762706,0 -76.7913349,-12.4748459,0 -76.7907341,-12.4757678,0 -76.7900475,-12.4784495,0 -76.7932232,-12.4796227,0 -76.7983731,-12.4818016,0 -76.8001755,-12.4842318,0 -76.7969998,-12.4911035,0 -76.794339,-12.4971369,0 -76.7885884,-12.4955448,0 -76.7757138,-12.4898465,0 -76.7783745,-12.4872069,0 -76.7723664,-12.4833101,0 -76.76138,-12.4871649,0 -76.747218,-12.4828072,0 -76.7454155,-12.4811312,0 -76.7464455,-12.4796227,0 -76.7474755,-12.4741755,0 -76.7485054,-12.471368,0 -76.7452439,-12.4702367,0 -76.7424114,-12.4693986,0 -76.7419823,-12.4672196,0 -76.7430981,-12.4638673,0 -76.7463597,-12.4577493,0 -76.750222,-12.455235,0 -76.7518528,-12.451212,0 -76.7526253,-12.4472728,0 -76.7534836,-12.4439203,0 -76.7544277,-12.4405677,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.6643413,-11.9087762,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.6565844,-11.9238635,0"
"Punto 280","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0513961,-12.0016598,0"
"Punto 281","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.051528,-12.0015903,0"
"Punto 282","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0493876,-12.0018732,0"
"Punto 283","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0484362,-12.0016393,0"
"Punto 284","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0517755,-12.0015291,0"
"PUNTO DE ENCUENTROÂ Comisaria Payet","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0437296,-11.9719383,0"
"Punto de encuentro Mercado central de Tahuantinsuyo","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0455922,-11.9782294,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-A52714-1200-77","Polygon","-76.8947335,-12.2309932,0 -76.896021,-12.2324821,0 -76.894063,-12.2345163,0 -76.8937036,-12.2343694,0 -76.893481,-12.2345569,0 -76.8934622,-12.234933,0 -76.8932423,-12.2352554,0 -76.8928453,-12.2348308,0 -76.8922123,-12.2341073,0 -76.8928453,-12.2335411,0 -76.8923732,-12.2330798,0 -76.8935265,-12.2320234,0 -76.8947335,-12.2309932,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8924385,-12.2345264,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8911135,-12.232681,0"
"Punto de encuentro
","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8925664,-12.2346732,0"
"Punto de encuentro
","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8922392,-12.2342538,0"
"Punto de encuentro
","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8927542,-12.2349144,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8943098,-12.2348986,0"
"SANTA ROSA","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-77.1581523,-11.7810389,0 -77.1609203,-11.7837486,0 -77.1614139,-11.7834546,0 -77.1623365,-11.7846309,0 -77.1642034,-11.7830555,0 -77.1659092,-11.7855446,0 -77.1726441,-11.7867826,0 -77.1716141,-11.7924959,0 -77.1794247,-11.7955206,0 -77.1780514,-11.8050985,0 -77.1745323,-11.8048465,0 -77.1726441,-11.8128278,0 -77.17067,-11.8135839,0 -77.1693986,-11.8115623,0 -77.1685564,-11.8091207,0 -77.1655845,-11.8096143,0 -77.165048,-11.8119457,0 -77.1637229,-11.8134208,0 -77.1623551,-11.8150751,0 -77.1635136,-11.8153999,0 -77.1625803,-11.8186284,0 -77.159528,-11.8179413,0 -77.1613452,-11.813716,0 -77.157562,-11.812242,0 -77.1554028,-11.8117304,0 -77.1537504,-11.8116801,0 -77.149947,-11.815299,0 -77.1482598,-11.8172528,0 -77.1471159,-11.8181878,0 -77.146916,-11.8193747,0 -77.1307907,-11.8199891,0 -77.1315283,-11.8174792,0 -77.1295238,-11.8171957,0 -77.1277769,-11.8164922,0 -77.128234,-11.8147963,0 -77.1279872,-11.8145024,0 -77.1338877,-11.8051707,0 -77.1414185,-11.797015,0 -77.1581523,-11.7810389,0"
"LÃ­nea 300","Capa sin tÃ­tulo","#line-000000-1200-nodesc","LineString","-77.1726441,-11.7867826,0 -77.1659092,-11.7855446,0 -77.1642034,-11.7830555,0 -77.1623365,-11.7846309,0 -77.1614139,-11.7834546,0"
"ANCÃ“N","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-77.1771073,-11.7741791,0 -77.175734,-11.7782963,0 -77.1709275,-11.7819093,0 -77.1726441,-11.7867826,0 -77.1659092,-11.7855446,0 -77.1642034,-11.7830555,0 -77.1623365,-11.7846309,0 -77.1614139,-11.7834546,0 -77.1609203,-11.7837486,0 -77.1581523,-11.7810389,0 -77.1577325,-11.7761204,0 -77.1527324,-11.7715408,0 -77.1481187,-11.7667511,0 -77.1434196,-11.7619195,0 -77.1443235,-11.7597557,0 -77.1462575,-11.7580962,0 -77.1494386,-11.754945,0 -77.1358886,-11.7397355,0 -77.1356679,-11.735209,0 -77.1369921,-11.7315228,0 -77.1389126,-11.730362,0 -77.1444915,-11.7306983,0 -77.1473668,-11.7338497,0 -77.1469592,-11.7421482,0 -77.1487295,-11.7433562,0 -77.1537613,-11.7359085,0 -77.1557354,-11.7346059,0 -77.1572375,-11.7320848,0 -77.16227,-11.7307839,0 -77.1664443,-11.7350294,0 -77.1671309,-11.7406598,0 -77.1694055,-11.7496093,0 -77.1697703,-11.7545882,0 -77.1697917,-11.7576344,0 -77.1703067,-11.7599032,0 -77.1702423,-11.760943,0 -77.1705213,-11.7619829,0 -77.1709933,-11.7640626,0 -77.1721306,-11.768558,0 -77.1742978,-11.7712889,0 -77.1761102,-11.7730701,0 -77.1765122,-11.7736824,0 -77.1767507,-11.7739938,0 -77.1768968,-11.7741494,0 -77.1771073,-11.7741791,0"
"Indicaciones de Av. Nestor Gambetta 815, Callao 07026, PerÃº a Callao","Indicaciones de Av. Nestor Gambetta 815, Callao 07026, PerÃº a Callao","#line-1267FF-5000-nodesc","LineString","-77.12737,-12.03724,0 -77.12737,-12.03728,0 -77.12734,-12.03746,0 -77.12731,-12.03764,0 -77.1273,-12.03772,0 -77.12728,-12.03782,0 -77.12726,-12.03796,0 -77.12723,-12.03803,0 -77.1272,-12.03812,0 -77.12719,-12.03824,0 -77.12718,-12.03842,0 -77.12717,-12.03852,0 -77.12716,-12.03859,0 -77.12713,-12.03876,0 -77.12703,-12.03971,0 -77.12703,-12.03975,0 -77.12686,-12.0419,0 -77.12684,-12.04222,0 -77.12682,-12.04247,0 -77.12667,-12.04372,0 -77.12659,-12.04446,0 -77.12658,-12.04457,0 -77.12658,-12.04465,0 -77.12656,-12.04475,0 -77.12653,-12.04501,0 -77.12634,-12.0468,0 -77.12632,-12.04697,0 -77.12618,-12.04855,0 -77.12606,-12.05,0 -77.12603,-12.05022,0 -77.12604,-12.05029,0 -77.12606,-12.05034,0 -77.12608,-12.05039,0 -77.12611,-12.05043,0 -77.12614,-12.05051,0"
"Av. Nestor Gambetta 815, Callao 07026, PerÃº","Indicaciones de Av. Nestor Gambetta 815, Callao 07026, PerÃº a Callao","#icon-ci-4-nodesc","Point","-77.1273707,-12.0372382,0"
"Callao","Indicaciones de Av. Nestor Gambetta 815, Callao 07026, PerÃº a Callao","#icon-ci-5-nodesc","Point","-77.1261377,-12.0505067,0"
"Indicaciones de Callao a Avenida Argentina, Callao 07001, PerÃº","Indicaciones de Callao a Avenida Argentina, Callao 07001, PerÃº","#line-1267FF-5000-nodesc","LineString","-77.12614,-12.05051,0 -77.1261,-12.05049,0 -77.12605,-12.05047,0 -77.12601,-12.05046,0 -77.12596,-12.05046,0 -77.12591,-12.05046,0 -77.12587,-12.05047,0 -77.12582,-12.05048,0 -77.12578,-12.05049,0 -77.12575,-12.05051,0 -77.12573,-12.05052,0 -77.1257,-12.05054,0 -77.12568,-12.05055,0 -77.12566,-12.05057,0 -77.12563,-12.0506,0 -77.1256,-12.05064,0 -77.12556,-12.05068,0 -77.1255,-12.05072,0 -77.12543,-12.05074,0 -77.12535,-12.05075,0 -77.12528,-12.05075,0 -77.1252,-12.05074,0 -77.12513,-12.05073,0 -77.12505,-12.05072,0 -77.12443,-12.05067,0 -77.12388,-12.05062,0 -77.12352,-12.05059,0 -77.12351,-12.05069,0 -77.12314,-12.05066,0 -77.12264,-12.05061,0 -77.12251,-12.0506,0 -77.12229,-12.05059,0 -77.12171,-12.05053,0 -77.12109,-12.05048,0 -77.12045,-12.05043,0 -77.12035,-12.05042,0 -77.11982,-12.05037,0 -77.11957,-12.05035,0 -77.11947,-12.05034,0 -77.11929,-12.05032,0 -77.11859,-12.05026,0 -77.11839,-12.05025,0 -77.11824,-12.05023,0 -77.11793,-12.0502,0 -77.11789,-12.05019,0 -77.11771,-12.05018,0 -77.11762,-12.05017,0 -77.11718,-12.05013,0 -77.11716,-12.05013,0 -77.1167,-12.05009,0 -77.11629,-12.05006,0 -77.11594,-12.05003,0 -77.1159,-12.05003,0 -77.11534,-12.04998,0 -77.11518,-12.04997,0 -77.11471,-12.04992,0 -77.11472,-12.04981,0 -77.11508,-12.04985,0"
"Callao","Indicaciones de Callao a Avenida Argentina, Callao 07001, PerÃº","#icon-ci-4-nodesc","Point","-77.1261377,-12.0505067,0"
"Avenida Argentina, Callao 07001, PerÃº","Indicaciones de Callao a Avenida Argentina, Callao 07001, PerÃº","#icon-ci-5-nodesc","Point","-77.1150798,-12.0498455,0"
