"name","folder","styleUrl","geometryType","coordinates"
"LA VICTORIA","Capa sin tÃ­tulo","#poly-0F9D58-1501-120","Polygon","-77.0131013,-12.0610336,0 -77.0144639,-12.0585397,0 -77.0148068,-12.05789,0 -77.0149569,-12.0566929,0 -77.0164529,-12.0574708,0 -77.0169962,-12.0574693,0 -77.0171706,-12.0577001,0 -77.0351533,-12.0592704,0 -77.034881,-12.0598618,0 -77.0346235,-12.062128,0 -77.0285084,-12.0766482,0 -77.0214166,-12.0744661,0 -77.0164758,-12.0736058,0 -77.0163442,-12.0747703,0 -77.0192181,-12.0802416,0 -77.0194106,-12.0810469,0 -77.020966,-12.08114,0 -77.0262793,-12.0822436,0 -77.0230364,-12.0904968,0 -77.0100401,-12.088896,0 -77.0101259,-12.0850353,0 -77.0042516,-12.0840256,0 -77.0048954,-12.0820113,0 -77.0059253,-12.0810041,0 -77.0100881,-12.0793255,0 -77.0105602,-12.0776469,0 -77.0091439,-12.0759263,0 -77.003504,-12.072317,0 -77.00649,-12.0684979,0 -77.0113203,-12.0719294,0 -77.0141416,-12.0725943,0 -77.0156544,-12.0614626,0 -77.0131013,-12.0610336,0"
"ZONA DE ENTREGAS","Capa sin tÃ­tulo","#poly-0F9D58-1200-77-nodesc","Unknown",""
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0197488,-12.1933777,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0202558,-12.1956008,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-128","Polygon","-76.9765306,-12.2165257,0 -76.9748328,-12.2075023,0 -76.9729901,-12.1982273,0 -76.9760907,-12.1989613,0 -76.9811977,-12.2016039,0 -76.9880641,-12.2082732,0 -76.9789661,-12.2175009,0 -76.9765306,-12.2165257,0"
"CHORRILLOS","Capa sin tÃ­tulo","#poly-0F9D58-2701-128","Polygon","-76.9811086,-12.1721725,0 -76.9819151,-12.172251,0 -76.9824364,-12.1723978,0 -76.9828396,-12.1723243,0 -76.9852313,-12.1683546,0 -76.9882721,-12.1714327,0 -76.9896874,-12.1730345,0 -76.9980629,-12.1667059,0 -76.999735,-12.1661869,0 -77.0024354,-12.1741263,0 -77.0044461,-12.1735603,0 -77.0074247,-12.169786,0 -77.0099057,-12.1678169,0 -77.0145674,-12.1672348,0 -77.0144065,-12.1659868,0 -77.0116437,-12.1625776,0 -77.0109731,-12.1626787,0 -77.0099646,-12.1610276,0 -77.0077758,-12.1613752,0 -77.0074752,-12.1603084,0 -77.0194474,-12.1538243,0 -77.0195646,-12.1547597,0 -77.0254539,-12.1571214,0 -77.0269342,-12.1651287,0 -77.0304853,-12.1669089,0 -77.0279425,-12.1703671,0 -77.026911,-12.1736825,0 -77.0263718,-12.1737193,0 -77.0255993,-12.1739919,0 -77.0246659,-12.1747155,0 -77.0238398,-12.1753973,0 -77.0229171,-12.1773899,0 -77.0229708,-12.1778932,0 -77.0220385,-12.17927,0 -77.0214972,-12.180082,0 -77.0213082,-12.1802804,0 -77.0211172,-12.1804858,0 -77.0209583,-12.1807489,0 -77.0204602,-12.181763,0 -77.0204087,-12.1819113,0 -77.0209505,-12.1821682,0 -77.0207373,-12.182728,0 -77.0204322,-12.1833198,0 -77.0208352,-12.1834293,0 -77.0211208,-12.1834935,0 -77.0209508,-12.1843276,0 -77.0207425,-12.1847761,0 -77.0205873,-12.1850213,0 -77.0204107,-12.1851617,0 -77.0200503,-12.1864257,0 -77.0202692,-12.1869609,0 -77.0196561,-12.1892429,0 -77.0192368,-12.1891884,0 -77.0187425,-12.191268,0 -77.0206438,-12.1942176,0 -77.0221417,-12.1951837,0 -77.0273002,-12.1976121,0 -77.0269612,-12.1983963,0 -77.0264098,-12.1983826,0 -77.0262768,-12.1984528,0 -77.0267521,-12.198619,0 -77.02756,-12.1990788,0 -77.0269838,-12.2001783,0 -77.0288539,-12.2015295,0 -77.0292408,-12.2041237,0 -77.0316783,-12.2062871,0 -77.000059,-12.2194093,0 -76.9755505,-12.2302493,0 -76.9726429,-12.2250066,0 -76.9880641,-12.2082732,0 -76.9812621,-12.2015829,0 -76.9776679,-12.1996954,0 -76.9761551,-12.1989403,0 -76.9736339,-12.1983741,0 -76.9730512,-12.1961409,0 -76.9747546,-12.1959609,0 -76.9767906,-12.1957493,0 -76.9784594,-12.1937742,0 -76.9799087,-12.1909146,0 -76.9801893,-12.1884253,0 -76.9806648,-12.1877252,0 -76.9835898,-12.1880031,0 -76.9838111,-12.1854704,0 -76.9820583,-12.1849512,0 -76.9831151,-12.1792671,0 -76.9825411,-12.1764355,0 -76.9813286,-12.1743852,0 -76.9811086,-12.1721725,0"
"JICAMARCA ANEXO 8","Capa sin tÃ­tulo","#poly-0F9D58-2601-110","Polygon","-76.9218508,-11.9659238,0 -76.9229666,-11.9660078,0 -76.9360987,-11.9640766,0 -76.9421927,-11.9675611,0 -76.9495742,-11.983514,0 -76.9484155,-11.9896431,0 -76.9509905,-11.9921618,0 -76.9469993,-11.9956041,0 -76.9424503,-11.9963177,0 -76.9325797,-12.0017748,0 -76.9218508,-11.9659238,0"
"CAJAMARQUILLA","Capa sin tÃ­tulo","#poly-0F9D58-2901-99","Polygon","-76.9179326,-11.9680532,0 -76.9245416,-11.9663739,0 -76.9269877,-11.9748122,0 -76.9283825,-11.9789474,0 -76.9295546,-11.982988,0 -76.899994,-11.9979431,0 -76.8875914,-11.977583,0 -76.9179326,-11.9680532,0"
"CAJAMARQUILLAÂ ","Capa sin tÃ­tulo","#poly-0F9D58-2501-94","Polygon","-76.8999833,-11.9978801,0 -76.9160337,-11.98982,0 -76.9217843,-12.0005664,0 -76.9047898,-12.0096334,0 -76.899125,-12.0046802,0 -76.8999833,-11.9978801,0"
"HUACHIPA","Capa sin tÃ­tulo","#poly-0F9D58-1200-117","Polygon","-76.9467823,-12.0025824,0 -76.9461385,-12.0064338,0 -76.950194,-12.0136641,0 -76.9511704,-12.0167178,0 -76.9518463,-12.0178827,0 -76.9518893,-12.0184912,0 -76.9515245,-12.0194567,0 -76.9264618,-12.0213455,0 -76.9174012,-12.0202637,0 -76.908738,-12.0175995,0 -76.9072143,-12.0213406,0 -76.9052886,-12.0212199,0 -76.9017708,-12.0200984,0 -76.8975475,-12.0185887,0 -76.8919884,-12.0168425,0 -76.8866651,-12.0150961,0 -76.8802564,-12.0128954,0 -76.8745987,-12.0109044,0 -76.8752853,-12.004996,0 -76.876091,-11.9998846,0 -76.8841902,-12.0004416,0 -76.8991383,-12.0048691,0 -76.9048031,-12.0098223,0 -76.9067994,-12.008607,0 -76.9090103,-12.0075176,0 -76.9132603,-12.0052548,0 -76.9217976,-12.0007553,0 -76.9160658,-11.9898935,0 -76.9225272,-11.9864828,0 -76.9296082,-11.9829985,0 -76.9323397,-11.9924287,0 -76.9349856,-12.0015649,0 -76.9422384,-11.9975351,0 -76.9467823,-12.0025824,0"
"LURIGANCHO - CHOSICA","Capa sin tÃ­tulo","#poly-0F9D58-2801-110","Polygon","-76.8228734,-11.9805639,0 -76.8238175,-11.9806898,0 -76.8296326,-11.9832086,0 -76.8335271,-11.9850767,0 -76.8371428,-11.9868608,0 -76.8405974,-11.988708,0 -76.8463481,-11.9950467,0 -76.855532,-11.9927799,0 -76.8628276,-12.0009971,0 -76.8713034,-11.998321,0 -76.8758953,-12.0003989,0 -76.8747248,-12.0107575,0 -76.8674195,-12.0091092,0 -76.8601202,-12.0079746,0 -76.8526996,-12.0068004,0 -76.8482149,-12.0058035,0 -76.8465304,-12.005368,0 -76.8448889,-12.0047016,0 -76.8370139,-11.9986988,0 -76.8336021,-11.9956772,0 -76.8321284,-11.995217,0 -76.818496,-11.9893376,0 -76.8228734,-11.9805639,0"
"CHACLACAYO","Capa sin tÃ­tulo","#poly-0F9D58-3501-77","Polygon","-76.7627661,-11.9781143,0 -76.7557923,-11.9747348,0 -76.7585068,-11.9697704,0 -76.7647188,-11.9734123,0 -76.7653625,-11.9722998,0 -76.7710488,-11.9712922,0 -76.7825501,-11.9678916,0 -76.8227017,-11.9806426,0 -76.818378,-11.9894268,0 -76.8320104,-11.9953062,0 -76.8313667,-11.9965236,0 -76.8281909,-11.9959779,0 -76.8187925,-11.9989163,0 -76.8157741,-11.9928331,0 -76.8183217,-11.9900515,0 -76.8136596,-11.9880675,0 -76.8089273,-11.9877516,0 -76.8075308,-11.9869939,0 -76.8059823,-11.986486,0 -76.8014265,-11.9833712,0 -76.8000596,-11.9928701,0 -76.7949526,-11.9934579,0 -76.7956608,-11.9819974,0 -76.7819493,-11.9789118,0 -76.7812197,-11.9800978,0 -76.7813914,-11.986442,0 -76.781091,-11.9899316,0 -76.7778294,-11.9904354,0 -76.7786663,-11.9856077,0 -76.7780762,-11.9852509,0 -76.778339,-11.9809584,0 -76.7774646,-11.980801,0 -76.7724328,-11.9841804,0 -76.771993,-11.9834248,0 -76.7730551,-11.9828371,0 -76.773554,-11.9801923,0 -76.7701127,-11.980864,0 -76.7684739,-11.9805281,0 -76.7627661,-11.9781143,0"
"HUAYCAN","Capa sin tÃ­tulo","#poly-0F9D58-2501-110","Polygon","-76.8276618,-11.9969865,0 -76.8278938,-11.9958494,0 -76.8310696,-11.9963951,0 -76.8317133,-11.9951777,0 -76.833187,-11.9956379,0 -76.8364378,-11.9985922,0 -76.8446347,-12.0048887,0 -76.8466356,-12.0055289,0 -76.8493447,-12.0061166,0 -76.8740318,-12.0109227,0 -76.8730018,-12.0159178,0 -76.8676176,-12.0148669,0 -76.8665562,-12.0108574,0 -76.8596586,-12.0118847,0 -76.8564632,-12.0104768,0 -76.8525052,-12.0144741,0 -76.8489383,-12.0141221,0 -76.8479892,-12.0099922,0 -76.84481,-12.0114439,0 -76.8426607,-12.0144907,0 -76.8387983,-12.0258238,0 -76.8338201,-12.0234313,0 -76.8357084,-12.0197585,0 -76.8355367,-12.0160857,0 -76.8356654,-12.0125178,0 -76.8307731,-12.0100413,0 -76.8281124,-12.0128956,0 -76.8274257,-12.0181425,0 -76.8256232,-12.0222141,0 -76.8225763,-12.0232425,0 -76.8228982,-12.0275395,0 -76.8216,-12.0292473,0 -76.8212459,-12.0287724,0 -76.8205378,-12.0283711,0 -76.8204788,-12.0279454,0 -76.821321,-12.0265544,0 -76.8208168,-12.0250316,0 -76.8200014,-12.0237671,0 -76.8168256,-12.0210388,0 -76.80953,-12.0198635,0 -76.8134568,-12.0143543,0 -76.8115926,-12.0138428,0 -76.8129579,-12.0113793,0 -76.8152592,-12.0127908,0 -76.8172548,-12.0055498,0 -76.8204305,-12.0020657,0 -76.8215248,-12.0005546,0 -76.822703,-12.00092,0 -76.8233663,-11.9998163,0 -76.8276618,-11.9969865,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9889272,-11.9523235,0 -76.9884337,-11.9518092,0 -76.9897958,-11.9506247,0 -76.9903429,-11.9501633,0 -76.9916298,-11.9490318,0 -76.9953622,-11.945887,0 -76.9989908,-11.9447136,0 -76.9989479,-11.943643,0 -76.9998706,-11.9433491,0 -76.9997311,-11.9427507,0 -77.0005626,-11.9425775,0 -77.0010428,-11.9430578,0 -77.0012942,-11.9429259,0 -77.0024898,-11.9443475,0 -77.0013083,-11.946519,0 -77.0000208,-11.9504236,0 -77.000053,-11.9565954,0 -76.9967699,-11.95627,0 -76.9919527,-11.9557137,0 -76.9889272,-11.9523235,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9779837,-11.946273,0 -76.975323,-11.9484982,0 -76.9771254,-11.9517311,0 -76.9745482,-11.9538851,0 -76.9784321,-11.9595531,0 -76.9758625,-11.9626179,0 -76.9730393,-11.9646896,0 -76.9707287,-11.9660185,0 -76.9684137,-11.9583227,0 -76.9573414,-11.9480364,0 -76.9554531,-11.939975,0 -76.9570195,-11.9376867,0 -76.9634247,-11.9335195,0 -76.9643795,-11.9345588,0 -76.9678341,-11.9321549,0 -76.9688427,-11.933425,0 -76.9725335,-11.9393032,0 -76.971761,-11.9401849,0 -76.974808,-11.9419064,0 -76.9779837,-11.946273,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0001651,-11.9567047,0 -76.9998647,-11.9519814,0 -77.0013083,-11.946519,0 -77.0026468,-11.9443586,0 -77.0075894,-11.9407083,0 -77.0186616,-11.9412961,0 -77.0192195,-11.9499032,0 -77.0138122,-11.9626664,0 -77.0216228,-11.9623306,0 -77.0160867,-11.9683761,0 -77.0077611,-11.9625825,0 -77.004285,-11.9577543,0 -77.0001651,-11.9567047,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9979261,-11.9328541,0 -77.0029901,-11.9156385,0 -77.0162938,-11.9277315,0 -77.0218728,-11.9379766,0 -77.0164655,-11.9409997,0 -77.0075894,-11.9407083,0 -77.0026468,-11.9443586,0 -76.9999002,-11.9409997,0 -76.9979261,-11.9328541,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9978671,-11.9330116,0 -76.9980655,-11.9335888,0 -76.998559,-11.9355937,0 -76.9974937,-11.9357311,0 -76.9968923,-11.9358187,0 -76.9962727,-11.9359264,0 -76.9961644,-11.9357658,0 -76.9943531,-11.9363278,0 -76.9931294,-11.9368235,0 -76.9920746,-11.9374358,0 -76.9912005,-11.9360059,0 -76.9907844,-11.9366369,0 -76.9899824,-11.9366954,0 -76.9904612,-11.9350154,0 -76.9903338,-11.9341122,0 -76.9924755,-11.9321305,0 -76.9898215,-11.9317075,0 -76.9868464,-11.934989,0 -76.9857558,-11.937648,0 -76.9844595,-11.9389775,0 -76.9817621,-11.9379102,0 -76.9808243,-11.936717,0 -76.9767738,-11.9335528,0 -76.9736654,-11.9356051,0 -76.9714636,-11.9322359,0 -76.971072,-11.9324091,0 -76.9700635,-11.9307401,0 -76.9732927,-11.9284034,0 -76.9798158,-11.9167303,0 -76.9750951,-11.9142948,0 -76.9768117,-11.9095078,0 -76.996467,-11.9119433,0 -77.0029043,-11.9164783,0 -76.9978671,-11.9330116,0"
"PUNTO DE ENCUENTRO EN EL MERCADO TREBO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9821976,-11.9391207,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9988848,-11.9396889,0"
"PUNTO DE ENCUENTRO EN LA AVENIDA","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0048333,-11.9585759,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-76.9929716,-12.0015574,0 -76.990225,-12.0095329,0 -76.9849035,-12.0063847,0 -76.9758483,-11.9968139,0 -76.9830581,-11.9956385,0 -76.9919416,-11.9981152,0 -76.9929716,-12.0015574,0"
"PUNTO DE ENCUENTRO EN EL CEMENTERIO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9921991,-12.0061328,0"
"PUNTO DE ENCUENTRO EN LA AVENIDA","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9812621,-12.2015829,0"
"SAN JUAN DE MIRAFLORES","Capa sin tÃ­tulo","#poly-0F9D58-1701-125","Polygon","-76.9573407,-12.131305,0 -76.9590059,-12.1294514,0 -76.9592174,-12.1296347,0 -76.9592937,-12.1297079,0 -76.959472,-12.1298652,0 -76.9598684,-12.130237,0 -76.9604895,-12.130792,0 -76.9609443,-12.1305393,0 -76.9616513,-12.131152,0 -76.9618453,-12.1309172,0 -76.9639551,-12.1284497,0 -76.9653962,-12.1290216,0 -76.9653361,-12.1292485,0 -76.9648984,-12.1299283,0 -76.9644392,-12.1306187,0 -76.9650471,-12.1312914,0 -76.9647966,-12.1326144,0 -76.9652098,-12.1326826,0 -76.9657811,-12.1327219,0 -76.966099,-12.1326629,0 -76.9668674,-12.1325095,0 -76.9670391,-12.133978,0 -76.9678439,-12.1338626,0 -76.968224,-12.1333548,0 -76.9685666,-12.1327682,0 -76.9691184,-12.1326537,0 -76.9692631,-12.1327549,0 -76.9695472,-12.1331603,0 -76.9696222,-12.13323,0 -76.9695095,-12.1336355,0 -76.9694933,-12.1343662,0 -76.9695898,-12.1345252,0 -76.9699385,-12.1344421,0 -76.9703435,-12.1345317,0 -76.9708035,-12.1345818,0 -76.9708216,-12.1347746,0 -76.9713161,-12.1345773,0 -76.9719014,-12.133949,0 -76.9727548,-12.1332682,0 -76.9758413,-12.1339011,0 -76.9812764,-12.13874,0 -76.9822205,-12.1477184,0 -76.983744,-12.1523857,0 -76.9847096,-12.1561405,0 -76.9849886,-12.1607606,0 -76.9846346,-12.1609101,0 -76.9842662,-12.1613377,0 -76.984348,-12.1620742,0 -76.9837445,-12.1629166,0 -76.9839458,-12.164779,0 -76.9842274,-12.1659216,0 -76.9844662,-12.1671481,0 -76.9842304,-12.1677385,0 -76.9852313,-12.1683546,0 -76.9828396,-12.1723243,0 -76.9824364,-12.1723978,0 -76.9821047,-12.1722614,0 -76.9811086,-12.1721725,0 -76.9813286,-12.1743852,0 -76.9825411,-12.176446,0 -76.9831151,-12.1792776,0 -76.9820583,-12.1849617,0 -76.9838111,-12.1854809,0 -76.9835898,-12.1880135,0 -76.9806648,-12.1877357,0 -76.9801893,-12.1884357,0 -76.9799087,-12.1909251,0 -76.9784594,-12.1937847,0 -76.9767906,-12.1957598,0 -76.9730512,-12.1961514,0 -76.9720939,-12.1924268,0 -76.9661406,-12.193361,0 -76.9608895,-12.1926746,0 -76.9592013,-12.1925293,0 -76.9566118,-12.1912199,0 -76.9577847,-12.1889161,0 -76.9549362,-12.1867279,0 -76.9550264,-12.1863955,0 -76.9555153,-12.1844774,0 -76.9557368,-12.1829769,0 -76.9549649,-12.1831892,0 -76.9544831,-12.1833284,0 -76.9535916,-12.1835457,0 -76.9532076,-12.1835008,0 -76.9530261,-12.1823071,0 -76.9534611,-12.1819174,0 -76.9541239,-12.1791698,0 -76.9543887,-12.1785946,0 -76.9545167,-12.1773944,0 -76.9546949,-12.1762918,0 -76.9547149,-12.1760349,0 -76.9548747,-12.1755596,0 -76.9546912,-12.1743921,0 -76.9551539,-12.1725684,0 -76.9553563,-12.1718396,0 -76.9554412,-12.1714996,0 -76.9554614,-12.1711078,0 -76.9556171,-12.1708299,0 -76.9557548,-12.1704062,0 -76.9557869,-12.1701598,0 -76.9558553,-12.1698091,0 -76.9559326,-12.1695902,0 -76.9559987,-12.1692832,0 -76.9560596,-12.168936,0 -76.9559882,-12.1682531,0 -76.9560928,-12.1677109,0 -76.9561994,-12.1672187,0 -76.9565311,-12.166559,0 -76.9569436,-12.165529,0 -76.957206,-12.1648136,0 -76.9579282,-12.1644052,0 -76.9585807,-12.163808,0 -76.958378,-12.1631963,0 -76.9579017,-12.1623328,0 -76.9574576,-12.1611862,0 -76.9569063,-12.1607318,0 -76.9559936,-12.1597375,0 -76.9571042,-12.1588722,0 -76.959797,-12.1566591,0 -76.9623372,-12.1546822,0 -76.9619509,-12.1542207,0 -76.9621655,-12.1509902,0 -76.9635388,-12.1487457,0 -76.9619513,-12.1483221,0 -76.9617262,-12.1474076,0 -76.9623165,-12.1471854,0 -76.9619509,-12.1457459,0 -76.9614466,-12.1443719,0 -76.9611156,-12.1432756,0 -76.9601401,-12.1434564,0 -76.9598297,-12.1425044,0 -76.9611631,-12.1403748,0 -76.9583446,-12.1387845,0 -76.9569639,-12.1391032,0 -76.9556186,-12.1388596,0 -76.9545802,-12.1360438,0 -76.9550662,-12.1344832,0 -76.9549911,-12.1327001,0 -76.9547551,-12.1315882,0 -76.9551413,-12.1313994,0 -76.9558387,-12.1318085,0 -76.9564932,-12.1321651,0 -76.9573407,-12.131305,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-105","Polygon","-76.9678591,-12.1295272,0 -76.972822,-12.1330969,0 -76.9727548,-12.1332682,0 -76.9713161,-12.1345773,0 -76.9708216,-12.1347746,0 -76.9708035,-12.1345818,0 -76.9703435,-12.1345317,0 -76.9699385,-12.1344421,0 -76.9695898,-12.1345252,0 -76.9694933,-12.1343662,0 -76.9695095,-12.1336355,0 -76.9696222,-12.13323,0 -76.9694972,-12.1331144,0 -76.9692631,-12.1327549,0 -76.9691184,-12.1326537,0 -76.9685666,-12.1327682,0 -76.9678439,-12.1338626,0 -76.9670391,-12.133978,0 -76.9668674,-12.1325095,0 -76.9657811,-12.1327219,0 -76.9647966,-12.1326144,0 -76.9650471,-12.1312914,0 -76.9644392,-12.1306187,0 -76.9653361,-12.1292485,0 -76.9653962,-12.1290216,0 -76.9639551,-12.1284497,0 -76.962709,-12.1298893,0 -76.9616513,-12.131152,0 -76.9609443,-12.1305393,0 -76.9604895,-12.130792,0 -76.9590059,-12.1294514,0 -76.9564932,-12.1321546,0 -76.9551413,-12.1313889,0 -76.9547274,-12.1313836,0 -76.9550493,-12.1342576,0 -76.9545802,-12.1360333,0 -76.9569835,-12.1437531,0 -76.9555535,-12.1430683,0 -76.9543841,-12.142439,0 -76.9526502,-12.1416305,0 -76.9534185,-12.1395441,0 -76.9506075,-12.1390406,0 -76.947672,-12.1387775,0 -76.942239,-12.1318451,0 -76.9356301,-12.1326842,0 -76.9129708,-12.1346142,0 -76.9236138,-12.1234536,0 -76.9361512,-12.1238878,0 -76.9437473,-12.1147298,0 -76.9513865,-12.105216,0 -76.9599045,-12.1096946,0 -76.9678591,-12.1295272,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9551816,-12.132173,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9579848,-12.1312578,0"
"PUNTO DE CUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9671829,-12.1504169,0"
"VILLA MARIA DEL TRIUNFO","Capa sin tÃ­tulo","#poly-0F9D58-3201-122","Polygon","-76.9543949,-12.1784209,0 -76.9541239,-12.1791698,0 -76.9534611,-12.1819174,0 -76.9530261,-12.1823071,0 -76.9532076,-12.1835008,0 -76.9524227,-12.1834529,0 -76.9523567,-12.1835362,0 -76.9513984,-12.1836101,0 -76.9514056,-12.1840301,0 -76.9509802,-12.1845135,0 -76.9507121,-12.1848871,0 -76.950707,-12.1852398,0 -76.9506417,-12.1853622,0 -76.9503854,-12.1855422,0 -76.9502411,-12.1856715,0 -76.9501126,-12.1858148,0 -76.95007,-12.186084,0 -76.9500243,-12.1861519,0 -76.9493013,-12.1865183,0 -76.9491986,-12.1865048,0 -76.949171,-12.186271,0 -76.948528,-12.1863243,0 -76.9483034,-12.1862517,0 -76.9481761,-12.1863583,0 -76.9421709,-12.1825234,0 -76.9413126,-12.1839236,0 -76.9347857,-12.1947931,0 -76.9301329,-12.2028702,0 -76.9298665,-12.2036371,0 -76.929101,-12.2050067,0 -76.9282321,-12.2062126,0 -76.9258979,-12.2093431,0 -76.922199,-12.215965,0 -76.9197006,-12.2252552,0 -76.9099328,-12.2297265,0 -76.9092853,-12.2279102,0 -76.9070285,-12.2179782,0 -76.9041317,-12.2168877,0 -76.9027665,-12.2164091,0 -76.9019484,-12.2157447,0 -76.9020986,-12.2150946,0 -76.9033271,-12.2105751,0 -76.9045823,-12.2051853,0 -76.9062078,-12.2027956,0 -76.9073827,-12.1965888,0 -76.9067712,-12.1945778,0 -76.9065031,-12.1909309,0 -76.9066641,-12.1874938,0 -76.9136378,-12.1772007,0 -76.9156655,-12.1735419,0 -76.9155742,-12.1722998,0 -76.915719,-12.1714353,0 -76.9162125,-12.1702306,0 -76.9172638,-12.1686483,0 -76.9177358,-12.1680191,0 -76.9183152,-12.1673898,0 -76.9186907,-12.1670437,0 -76.9179487,-12.1641712,0 -76.9186108,-12.163773,0 -76.9193587,-12.1634377,0 -76.9200176,-12.1640047,0 -76.9200033,-12.164521,0 -76.920919,-12.164526,0 -76.9207547,-12.1661299,0 -76.9205549,-12.1671984,0 -76.9222111,-12.1676481,0 -76.923052,-12.1674685,0 -76.9247981,-12.1669939,0 -76.9251387,-12.1666242,0 -76.9312113,-12.169739,0 -76.9401377,-12.1741019,0 -76.9423693,-12.1658795,0 -76.9423906,-12.1640966,0 -76.9365648,-12.1601846,0 -76.9368921,-12.1596339,0 -76.9330324,-12.1569044,0 -76.9326704,-12.1553076,0 -76.9339203,-12.1552027,0 -76.9357187,-12.1560156,0 -76.9363155,-12.1552762,0 -76.9404274,-12.1579297,0 -76.9424927,-12.1552447,0 -76.944328,-12.1563774,0 -76.9466139,-12.1574262,0 -76.9467161,-12.1576727,0 -76.9465956,-12.1582312,0 -76.946282,-12.1588212,0 -76.9469314,-12.1593718,0 -76.9481573,-12.160161,0 -76.9484606,-12.1601636,0 -76.9492847,-12.159689,0 -76.9496485,-12.1593835,0 -76.9497606,-12.1588794,0 -76.9494626,-12.1578827,0 -76.9491742,-12.1580346,0 -76.9482735,-12.1558608,0 -76.9476999,-12.1556025,0 -76.9476519,-12.1554806,0 -76.94883,-12.1547543,0 -76.9486896,-12.1546009,0 -76.9484959,-12.1539578,0 -76.9493323,-12.1531312,0 -76.9489062,-12.1519526,0 -76.9350264,-12.1431591,0 -76.9353483,-12.1411662,0 -76.9388674,-12.1351246,0 -76.9424293,-12.1321037,0 -76.9476049,-12.1388194,0 -76.953346,-12.1396017,0 -76.9525831,-12.1416724,0 -76.9557805,-12.1433002,0 -76.9553206,-12.1456479,0 -76.9565894,-12.1498818,0 -76.9562516,-12.1501683,0 -76.9548147,-12.1524127,0 -76.9623372,-12.1546822,0 -76.9600545,-12.1563235,0 -76.9559936,-12.1597375,0 -76.9574576,-12.1611862,0 -76.9579017,-12.1623328,0 -76.9585807,-12.163808,0 -76.957206,-12.1648136,0 -76.95659,-12.166302,0 -76.9560847,-12.167519,0 -76.9559882,-12.1682531,0 -76.9560596,-12.168936,0 -76.9546912,-12.1743921,0 -76.9548747,-12.1755596,0 -76.9547149,-12.1760349,0 -76.9545167,-12.1773944,0 -76.9543949,-12.1784209,0"
"ZONAQ ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-150","Polygon","-76.9090146,-12.2094846,0 -76.9090575,-12.2072405,0 -76.918456,-12.2062338,0 -76.918617,-12.2120955,0 -76.9184829,-12.2151522,0 -76.9147009,-12.2153148,0 -76.9095725,-12.2154826,0 -76.9090146,-12.2094846,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-133","Polygon","-76.932245,-12.1725022,0 -76.9259365,-12.1811858,0 -76.9157656,-12.1745577,0 -76.9188125,-12.1693978,0 -76.9205399,-12.1678561,0 -76.9222243,-12.1681603,0 -76.9249066,-12.1674681,0 -76.932245,-12.1725022,0"
"ZONA ROJA","Capa sin tÃ­tulo","#poly-E65100-1200-140","Polygon","-76.9520451,-12.2225075,0 -76.9595982,-12.2238077,0 -76.9616581,-12.2266179,0 -76.9610573,-12.232951,0 -76.946037,-12.2408357,0 -76.9430758,-12.237145,0 -76.9520451,-12.2225075,0"
